key,source,target
287/1/20#0,"Layer information cannot be maintained if you save layer in this format. 
Do you want to proceed?","Layer information cannot be maintained if you save layer in this format. 
Do you want to proceed?"
287/1/21#0,"The selected file format will not retain layer information when saving.
The resolution will be fixed and changed to 72dpi.

Continue?","The selected file format will not retain layer information when saving.
The resolution will be fixed and changed to 72dpi.

Continue?"
287/1/22#0,Are you sure you want to overwrite %s over the restored canvas?,Are you sure you want to overwrite %s over the restored canvas?
287/1/24#0,Save as,Save as
287/1/25#0,Save Duplicate,Save Duplicate
287/1/27#0,"This data is converted from CMYK color to RGB color when imported.
Specify TIFF/JPEG/PSD/PSB format in [Save Duplicate] or [Export (Single Layer)] to save the data in CMYK color format.
The data will be saved in RGB color. Do you want to proceed?","This data is converted from CMYK color to RGB color when imported.
Specify TIFF/JPEG/PSD/PSB format in [Save Duplicate] or [Export (Single Layer)] to save the data in CMYK color format.
The data will be saved in RGB color. Do you want to proceed?"
287/1/28#0,"Layer or layer information not compatible with this format is contained. 
These layers will be rasterized and part of layer information will be lost. 
Also, effect applied to folder will not be reflected. 
Do you want to proceed?","Layer or layer information not compatible with this format is contained. 
These layers will be rasterized and part of layer information will be lost. 
Also, effect applied to folder will not be reflected. 
Do you want to proceed?"
287/1/29#0,"There is layer folder contained which is deeper than 5 levels. 
This file might be impossible to import in Photoshop or other applications. 
Do you want to proceed?","There is layer folder contained which is deeper than 5 levels. 
This file might be impossible to import in Photoshop or other applications. 
Do you want to proceed?"
287/1/30#0,"This canvas is under page management, so copy of the canvas will be saved. 
Do you want to proceed?","This canvas is under page management, so copy of the canvas will be saved. 
Do you want to proceed?"
287/1/31#0,"Saving a duplicate of the canvas does not change the compatibility mode setting. 
You can change this setting by saving as a new file name.","Saving a duplicate of the canvas does not change the compatibility mode setting. 
You can change this setting by saving as a new file name."
287/1/32#0,You cannot save images with a height or width of more than 30000 px in this format.,You cannot save images with a height or width of more than 30000 px in this format.
287/1/33#0,You cannot save images with a height or width of more than %d px in this format.,You cannot save images with a height or width of more than %d px in this format.
287/1/34#0,"Images with a width or height exceeding %d pixels cannot be output in this format, so some pages were not exported. 
Please change the output size or file format and try again.","Images with a width or height exceeding %d pixels cannot be output in this format, so some pages were not exported. 
Please change the output size or file format and try again."
287/1/35#0,"There might be lack of disk space in destination. 
Do you want to proceed?","There might be lack of disk space in destination. 
Do you want to proceed?"
287/1/36#0,"This format does not support resolution embedding and the resolution will be output as 72dpi.
Continue?","This format does not support resolution embedding and the resolution will be output as 72dpi.
Continue?"
287/1/37#0,"Failed to save file. 
If this message appears several times, please try the following: 
・ Increase the storage space in the save destination
・ Select File > “Save as” and choose a different location to save the file
If you are trying to save to a folder that syncs with external storage or cloud storage, please choose a different location.","Failed to save file. 
If this message appears several times, please try the following: 
・ Increase the storage space in the save destination
・ Select File > “Save as” and choose a different location to save the file
If you are trying to save to a folder that syncs with external storage or cloud storage, please choose a different location."
287/1/38#0,"Failed to save file. 
 Please increase your available storage and try saving again, or go to File > “Save as” and change the file name.","Failed to save file. 
 Please increase your available storage and try saving again, or go to File > “Save as” and change the file name."
287/1/39#0,"Failed to save backup file.
If you see this message repeatedly, check to see if your storage is full.","Failed to save backup file.
If you see this message repeatedly, check to see if your storage is full."
287/1/40#0,"Since there is no Documents folder in the Internal Storage of the device, the file was saved inside the app. 
If you create a Documents folder directly under Internal Storage in the file manager app, the file will be saved in the Internal Storage > Documents > Clip Studio folder.","Since there is no Documents folder in the Internal Storage of the device, the file was saved inside the app. 
If you create a Documents folder directly under Internal Storage in the file manager app, the file will be saved in the Internal Storage > Documents > Clip Studio folder."
287/1/41#0,"Failed to save file. 
 Please increase your available storage and try saving again, or go to File > “Save as” and change the file name.
If this does not resolve the issue, please check the FAQ from “More information”.","Failed to save file. 
 Please increase your available storage and try saving again, or go to File > “Save as” and change the file name.
If this does not resolve the issue, please check the FAQ from “More information”."
287/1/43#0,More information,More information
287/1/44#0,"Failed to update page settings for %s.
If the page is locked, please unlock it and try again. 
・ If multiple people are working on the page, please ensure it is closed by any other people.
・ If the page contains any unsupported layer types, the creator should delete them to change the page settings.","Failed to update page settings for %s.
If the page is locked, please unlock it and try again. 
・ If multiple people are working on the page, please ensure it is closed by any other people.
・ If the page contains any unsupported layer types, the creator should delete them to change the page settings."
287/1/45#0,Failed to write. The specified file or its management file is open.,Failed to write. The specified file or its management file is open.
287/1/46#0,"The specified file could not be found. 
The file name may have been changed, or the file may have been moved.","The specified file could not be found. 
The file name may have been changed, or the file may have been moved."
287/1/47#0,"This page may have been changed outside of this program. 
Please close the page management file and all pages in the project, then open the page management file again.","This page may have been changed outside of this program. 
Please close the page management file and all pages in the project, then open the page management file again."
287/1/48#0,"The selected file could not be opened. 
This page may be corrupted.","The selected file could not be opened. 
This page may be corrupted."
287/1/49#0,Could not use “%s” because there is nothing in the processing area.,Could not use “%s” because there is nothing in the processing area.
287/1/51#0,%s cannot be used on the following layers.,%s cannot be used on the following layers.
287/1/52#0,Could not apply ^2%s to ^0%s and ^1%d other layers.,Could not apply ^2%s to ^0%s and ^1%d other layers.
287/1/53#0,You cannot use %s on a selection layer or Quick Mask while another layer is selected.,You cannot use %s on a selection layer or Quick Mask while another layer is selected.
287/1/54#0,Cannot use %s as the layer blending modes are different.,Cannot use %s as the layer blending modes are different.
287/1/55#0,%s has been changed. Do you want to save it?,%s has been changed. Do you want to save it?
287/1/56#0,"This action will close the current canvas.
Do you want to save the changes to %s before closing?","This action will close the current canvas.
Do you want to save the changes to %s before closing?"
287/1/57#0,This is the last page. Do you want to add a new page?,This is the last page. Do you want to add a new page?
287/1/60#0,"%s is under page management, but it has not been saved yet. Do you want to save this file to the project folder?
If you select [Do Not Save], this page will be deleted.","%s is under page management, but it has not been saved yet. Do you want to save this file to the project folder?
If you select [Do Not Save], this page will be deleted."
287/1/61#0,Do you want to delete all pages of work? You cannot undo this.,Do you want to delete all pages of work? You cannot undo this.
287/1/62#0,You cannot import multiple CLIP STUDIO storyboard files at the same time.,You cannot import multiple CLIP STUDIO storyboard files at the same time.
287/1/63#0,You cannot import CLIP STUDIO storyboard files together with other files.,You cannot import CLIP STUDIO storyboard files together with other files.
287/1/64#0,Cannot continue processing because the upper limit for the number of layers has been exceeded.,Cannot continue processing because the upper limit for the number of layers has been exceeded.
287/1/65#0,CLIP STUDIO FORMAT|*.clip,CLIP STUDIO FORMAT|*.clip
287/1/66#0,CLIP STUDIO FORMAT|*.clip|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|Targa|*.tga|WebP|*.webp,CLIP STUDIO FORMAT|*.clip|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|Targa|*.tga|WebP|*.webp
287/1/67#0,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|Targa|*.tga|WebP|*.webp,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|Targa|*.tga|WebP|*.webp
287/1/68#0,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|WebP|*.webp,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|WebP|*.webp
287/1/69#0,All supported formats|*.wav;*.mp3;*.ogg|WAV (*.wav)|*.wav|MP3 (*.mp3)|*.mp3|Ogg (*.ogg)|*.ogg,All supported formats|*.wav;*.mp3;*.ogg|WAV (*.wav)|*.wav|MP3 (*.mp3)|*.mp3|Ogg (*.ogg)|*.ogg
287/1/70#0,All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.bvh;*.stl|CLIP STUDIO Character format (*.cs3c)|*.cs3c|CLIP STUDIO Object format (*.cs3o)|*.cs3o|CLIP STUDIO Background format (*.cs3s)|*.cs3s|fbx (*.fbx)|*.fbx|6kt (*.6kt)|*.6kt|6kh (*.6kh)|*.6kh|lwo (*.lwo)|*.lwo|lws (*.lws)|*.lws|obj (*.obj)|*.obj|gltf (*.gltf)|*.gltf|glb (*.glb)|*.glb|vrm (*.vrm)|*.vrm|bvh (*.bvh)|*.bvh|stl (*.stl)|*.stl,All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.bvh;*.stl|CLIP STUDIO Character format (*.cs3c)|*.cs3c|CLIP STUDIO Object format (*.cs3o)|*.cs3o|CLIP STUDIO Background format (*.cs3s)|*.cs3s|fbx (*.fbx)|*.fbx|6kt (*.6kt)|*.6kt|6kh (*.6kh)|*.6kh|lwo (*.lwo)|*.lwo|lws (*.lws)|*.lws|obj (*.obj)|*.obj|gltf (*.gltf)|*.gltf|glb (*.glb)|*.glb|vrm (*.vrm)|*.vrm|bvh (*.bvh)|*.bvh|stl (*.stl)|*.stl
